rank,bgm_title,source_game_title,logical_game_name,existing_game_id,igdb_id,status,confidence,source,reason
478,Another Dimension,Kirby's Return to Dream Land,Kirby's Return to Dream Land,198,3725,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 537（アナザーディメンション）と同一logical game・同一または公式対応タイトル
479,The World to Win,Kirby: Triple Deluxe,Kirby: Triple Deluxe,196,5440,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 538（この星をかけた魂の戦い）と同一logical game・同一または公式対応タイトル
480,VS. Star Dream Soul OS,Kirby: Planet Robobot,Kirby: Planet Robobot,195,18221,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 539（VS.スタードリーム.Soul OS）と同一logical game・同一または公式対応タイトル
481,Void Termina Battle,Kirby Star Allies,Kirby Star Allies,193,37137,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 540（Void Termina Battle）と同一logical game・同一または公式対応タイトル
482,戦闘！トレーナー,ポケットモンスター X・Y,ポケットモンスター X・Y,98,2287|2286,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 541（戦闘！トレーナー）と同一logical game・同一または公式対応タイトル
483,地上BGM,Super Mario Bros. 2,Super Mario Bros.: The Lost Levels,,1066,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
484,Battle Theme 1,Final Fantasy II,Final Fantasy II,,16474,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
485,Battle for the Dream,Yakuza 5,Yakuza 5,296,2063,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 542（Battle for the Dream）と同一logical game・同一または公式対応タイトル
486,Lost Princess,Princess Connect! Re:Dive,Princess Connect! Re:Dive,240,22791,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 543（Lost Princess）と同一logical game・同一または公式対応タイトル
487,Koopa Bros. Battle,Paper Mario,Paper Mario,,3340,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
488,Combat - Destiny,Triangle Strategy,Triangle Strategy,,143610,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
489,Dreams Dreams,NiGHTS into Dreams...,Nights Into Dreams...,,5075,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補4件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
490,Connecting Happy!!,Princess Connect! Re:Dive,Princess Connect! Re:Dive,240,22791,existing_duplicate,high,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,既存BGM ID 544（Connecting Happy!!）と同一logical game・同一または公式対応タイトル
491,Determination,Fire Emblem: The Sacred Stones,Fire Emblem: The Sacred Stones,164,1440,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 545（決意）と同一logical game・同一または公式対応タイトル
492,"Somewhen, Somewhere...",Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2: Lost Legends & the Secret Fairy,115,136414,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,"既存BGM ID 546（Somewhen, Somewhere...）と同一logical game・同一または公式対応タイトル"
493,Experiment No. Z-57 Battle,Metroid Dread,Metroid Dread,,15698,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
494,Cliffhanger,Atelier Sophie: The Alchemist of the Mysterious Book,Atelier Sophie: The Alchemist of the Mysterious Book,117,12633,existing_duplicate,high,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,既存BGM ID 547（Cliffhanger）と同一logical game・同一または公式対応タイトル
495,The Forest of Hope,Pikmin,Pikmin,,2239,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
496,Rebel Army Theme,Final Fantasy II,Final Fantasy II,,16474,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補10件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
497,Perplexing Pool,Pikmin 2,Pikmin 2,,2240,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補3件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
498,Combat - Subjugation,Triangle Strategy,Triangle Strategy,,143610,needs_review,medium,https://www.playstation.com/ja-jp/local/events/playstation-game-music-awards/ranking2025/,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
499,地下BGM,Super Mario Bros. 2,Super Mario Bros.: The Lost Levels,,1066,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補5件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
500,Huff N. Puff Battle,Paper Mario,Paper Mario,,3340,needs_review,medium,https://w.atwiki.jp/gamemusicbest100/pages/11034.html,同名候補2件。無印タイトルのため最初期リリースを候補化（remake/remasterは統合しない）
501,魔王,NieR Replicant,Nier Replicant,221,80468,import_ready,high,https://www.jp.square-enix.com/music/lineup/item/SQEX-10189-90.html,SQUARE ENIX MUSIC国内公式OST Disc 2 track 15『魔王』。原作2010年版。
